"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-82.96","42.28","WINDSOR A","6139525","1990-01-01","1990","01","01","","-0.7","","-3.0","","-1.9","","19.9","","0.0","","0.0","","0.0","T","0.0","T","3","","25","","46",""
"-82.96","42.28","WINDSOR A","6139525","1990-01-02","1990","01","02","","2.0","","-4.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","3","","24","","56",""
"-82.96","42.28","WINDSOR A","6139525","1990-01-03","1990","01","03","","4.7","","-2.4","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","2","","21","","39",""
"-82.96","42.28","WINDSOR A","6139525","1990-01-04","1990","01","04","","7.9","","-1.1","","3.4","","14.6","","0.0","","13.0","","0.0","","13.0","","0","T","30","","50",""
"-82.96","42.28","WINDSOR A","6139525","1990-01-05","1990","01","05","","1.0","","-3.9","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1990-01-06","1990","01","06","","1.5","","-4.0","","-1.3","","19.3","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1990-01-07","1990","01","07","","6.2","","-3.0","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","0","","23","","48",""
"-82.96","42.28","WINDSOR A","6139525","1990-01-08","1990","01","08","","5.1","","-2.2","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","21","","37",""
"-82.96","42.28","WINDSOR A","6139525","1990-01-09","1990","01","09","","5.1","","1.8","","3.5","","14.5","","0.0","","5.8","","0.0","","5.8","","0","","21","","37",""
"-82.96","42.28","WINDSOR A","6139525","1990-01-10","1990","01","10","","2.4","","-0.4","","1.0","","17.0","","0.0","","0.4","","0.6","","1.0","","0","","21","","50",""
"-82.96","42.28","WINDSOR A","6139525","1990-01-11","1990","01","11","","5.7","","-1.8","","2.0","","16.0","","0.0","","0.0","T","1.6","","0.8","","0","","27","","76",""
