"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-82.96","42.28","WINDSOR A","6139525","1981-01-01","1981","01","01","","-2.1","","-6.1","","-4.1","","22.1","","0.0","","0.0","","3.2","","3.0","","9","","33","","39",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-02","1981","01","02","","-3.4","","-11.0","","-7.2","","25.2","","0.0","","0.0","","0.8","","0.4","","12","","31","","50",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-03","1981","01","03","","-9.7","","-16.9","","-13.3","","31.3","","0.0","","0.0","","0.6","","0.4","","12","","31","","41",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-04","1981","01","04","","-12.8","","-20.8","","-16.8","","34.8","","0.0","","0.0","","0.0","","0.0","","11","","34","","43",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-05","1981","01","05","","-8.8","","-17.7","","-13.3","","31.3","","0.0","","0.0","","0.0","T","0.0","T","10","","21","","41",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-06","1981","01","06","","-3.1","","-9.4","","-6.3","","24.3","","0.0","","0.0","","7.8","","7.1","","8","","21","","35",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-07","1981","01","07","","-3.7","","-15.1","","-9.4","","27.4","","0.0","","0.0","","0.0","T","0.0","T","17","","34","","63",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-08","1981","01","08","","-9.0","","-19.4","","-14.2","","32.2","","0.0","","0.0","","0.0","T","0.0","T","16","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-09","1981","01","09","","-7.9","","-16.4","","-12.2","","30.2","","0.0","","0.0","","0.4","","0.2","","16","","33","","37",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-10","1981","01","10","","-8.2","","-16.6","","-12.4","","30.4","","0.0","","0.0","","0.2","","0.2","","13","","29","","33",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-11","1981","01","11","","-11.6","","-17.4","","-14.5","","32.5","","0.0","","0.0","","0.0","T","0.0","T","13","","33","","39",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-12","1981","01","12","","-9.4","","-17.5","","-13.5","","31.5","","0.0","","0.0","","2.2","","1.6","","12","","19","","37",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-13","1981","01","13","","-5.3","","-9.8","","-7.6","","25.6","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-14","1981","01","14","","-3.7","","-9.0","","-6.4","","24.4","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-15","1981","01","15","","-1.7","","-5.5","","-3.6","","21.6","","0.0","","0.0","","0.4","","0.2","","10","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-16","1981","01","16","","-3.4","","-9.3","","-6.4","","24.4","","0.0","","0.0","","4.6","","2.0","","11","","34","","46",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-17","1981","01","17","","-5.9","","-12.4","","-9.2","","27.2","","0.0","","0.0","","0.0","T","0.0","T","14","","33","","43",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-18","1981","01","18","","2.1","","-10.7","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-19","1981","01","19","","2.0","","-10.1","","-4.1","","22.1","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-20","1981","01","20","","-0.9","","-4.2","","-2.6","","20.6","","0.0","","0.2","","0.0","","0.2","","9","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-21","1981","01","21","","-2.1","","-4.4","","-3.3","","21.3","","0.0","","0.0","T","0.0","T","0.0","T","7","","25","","39",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-22","1981","01","22","","3.1","","-4.1","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.0","T","6","","27","","46",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-23","1981","01","23","","1.6","","-3.7","","-1.1","","19.1","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-24","1981","01","24","","-0.2","","-9.7","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-25","1981","01","25","","5.0","","-10.8","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","5","","20","","39",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-26","1981","01","26","","5.3","","1.3","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","3","","24","","63",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-27","1981","01","27","","3.0","","-1.4","","0.8","","17.2","","0.0","","0.0","","0.2","","0.2","","1","","24","","48",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-28","1981","01","28","","-1.2","","-5.2","","-3.2","","21.2","","0.0","","0.0","","2.4","","2.2","","3","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-29","1981","01","29","","-2.4","","-8.5","","-5.5","","23.5","","0.0","","0.0","","0.0","T","0.0","T","2","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-30","1981","01","30","","-4.6","","-12.3","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"-82.96","42.28","WINDSOR A","6139525","1981-01-31","1981","01","31","","-3.7","","-13.6","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
