"Gross domestic product, expenditure-based, provincial and territorial, annual (x 1,000,000)"
"Frequency: Annual"
"Table: 36-10-0222-01 (formerly CANSIM 384-0038)"
"Release date: 2025-11-06"
"Geography: Canada, Province or territory"
""
""

"Geography","Canada 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prices","Chained (2017) dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chained (2017) dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gross domestic product at market prices","925,154","895,862","918,816","973,013","1,019,111","1,040,732","1,083,110","1,130,885","1,157,317","1,159,666","1,135,417","1,145,527","1,175,972","1,228,821","1,261,782","1,283,093","1,338,011","1,390,098","1,461,563","1,536,666","1,565,480","1,612,433","1,641,560","1,692,323","1,746,654","1,792,730","1,829,479","1,847,690","1,793,828","1,849,272","1,907,287","1,940,773","1,985,911","2,042,976","2,056,255","2,077,610","2,140,641","2,199,358","2,241,331","2,128,408","2,255,059","2,360,944","2,407,055","2,456,310","333,886","323,290","339,776","369,769","388,621","402,773","422,206","441,390","456,049","448,863","433,824","439,646","445,934","470,175","485,360","493,273","517,141","540,651","578,064","614,668","625,918","647,284","654,453","672,827","694,446","707,467","713,004","712,990","690,852","711,237","728,407","738,001","748,281","767,050","785,866","802,365","824,979","852,029","869,792","830,265","880,652","919,448","941,547","956,994"




Footnotes:
1,"Canada totals in the provincial and territorial gross domestic product by income and by expenditure accounts (PTEA) do not correspond to the national gross domestic product by income and by expenditure accounts (IEA) estimates at certain times of the year. The two accounts are brought back in line when annual revisions are incorporated."



"How to cite: Statistics Canada. Table 36-10-0222-01  Gross domestic product, expenditure-based, provincial and territorial, annual (x 1,000,000)"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610022201
