"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-01","1981","01","01","","-2.6","","-24.8","","-13.7","","31.7","","0.0","","0.0","","0.0","T","0.0","T","35","","34","","46",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-02","1981","01","02","","-22.2","","-31.8","","-27.0","","45.0","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-03","1981","01","03","","-25.1","","-31.2","","-28.2","","46.2","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-04","1981","01","04","","-18.1","","-31.3","","-24.7","","42.7","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-05","1981","01","05","","-10.5","","-24.3","","-17.4","","35.4","","0.0","","0.0","","2.4","","1.5","","33","","","","<31",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-06","1981","01","06","","-7.8","","-22.9","","-15.4","","33.4","","0.0","","0.0","","0.4","","0.4","","35","","34","","50",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-07","1981","01","07","","-16.0","","-26.6","","-21.3","","39.3","","0.0","","0.0","","0.0","","0.0","","34","","30","","37",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-08","1981","01","08","","-12.4","","-27.9","","-20.2","","38.2","","0.0","","0.0","","0.0","T","0.0","T","34","","","","<31",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-09","1981","01","09","","-14.2","","-22.7","","-18.5","","36.5","","0.0","","0.0","","0.0","T","0.0","T","32","","29","","33",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-10","1981","01","10","","-14.4","","-25.7","","-20.1","","38.1","","0.0","","0.0","","0.0","","0.0","","32","","30","","33",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-11","1981","01","11","","-11.2","","-24.4","","-17.8","","35.8","","0.0","","0.0","","0.0","T","0.0","T","31","","","","<31",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-12","1981","01","12","","-6.2","","-16.2","","-11.2","","29.2","","0.0","","0.0","","0.0","T","0.0","T","30","","","","<31",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-13","1981","01","13","","-6.2","","-9.5","","-7.9","","25.9","","0.0","","0.0","","0.2","","0.0","T","30","","","","<31",""
"-89.33","48.37","THUNDER BAY A","6048261","1981-01-14","1981","01","14","","-5.6","","-14.2","","-9.9","","27.9","","0.0","","0.0","","1.3","","0.4","","28","","32","","43",""
