"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-80.80","46.63","SUDBURY A","6068150","2009-01-01","2009","01","01","","-9.9","","-21.3","","-15.6","","33.6","","0.0","","0.0","","0.8","","0.6","","30","","14","","39",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-02","2009","01","02","","-4.3","","-13.7","","-9.0","","27.0","","0.0","","0.0","","5.6","","4.0","","32","","13","","37",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-03","2009","01","03","","-11.0","","-19.3","","-15.2","","33.2","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-04","2009","01","04","","-10.7","","-19.8","","-15.3","","33.3","","0.0","","0.4","","1.6","","1.4","","33","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-05","2009","01","05","","-8.4","","-14.0","","-11.2","","29.2","","0.0","","0.0","","0.0","T","0.0","T","34","","22","","35",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-06","2009","01","06","","-7.7","","-18.2","","-13.0","","31.0","","0.0","","0.0","","0.0","T","0.0","T","34","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-07","2009","01","07","","-8.8","","-12.6","","-10.7","","28.7","","0.0","","0.0","","5.6","","2.4","","34","","4","","41",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-08","2009","01","08","","-11.9","","-18.7","","-15.3","","33.3","","0.0","","0.0","","0.0","T","0.0","T","31","","34","","33",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-09","2009","01","09","","-12.0","","-21.8","","-16.9","","34.9","","0.0","","0.0","","0.0","","0.0","","31","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-10","2009","01","10","","-11.8","","-23.2","","-17.5","","35.5","","0.0","","0.0","","0.0","T","0.0","T","31","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-11","2009","01","11","","-7.7","","-18.6","","-13.2","","31.2","","0.0","","0.0","","1.0","","0.4","","31","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-12","2009","01","12","","-6.1","","-10.9","","-8.5","","26.5","","0.0","","0.0","","4.0","","3.0","","31","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-13","2009","01","13","","-6.0","","-28.6","","-17.3","","35.3","","0.0","","0.0","","14.0","","10.4","","38","","3","","59",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-14","2009","01","14","","-21.6","","-32.3","","-27.0","","45.0","","0.0","","0.0","","0.0","","0.0","","36","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-15","2009","01","15","","-23.1","","-31.8","","-27.5","","45.5","","0.0","","0.0","","0.0","","0.0","","35","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-16","2009","01","16","","-20.0","","-31.7","","-25.9","","43.9","","0.0","","0.0","","0.5","","0.0","T","32","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-17","2009","01","17","","-11.1","","-21.5","","-16.3","","34.3","","0.0","","0.0","","4.0","","2.2","","29","","15","","39",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-18","2009","01","18","","-11.8","","-16.5","","-14.2","","32.2","","0.0","","0.0","","6.8","","4.8","","31","","4","","37",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-19","2009","01","19","","-11.9","","-18.8","","-15.4","","33.4","","0.0","","0.0","","0.0","T","0.0","T","34","","1","E","33","E"
"-80.80","46.63","SUDBURY A","6068150","2009-01-20","2009","01","20","","-13.5","","-25.2","","-19.4","","37.4","","0.0","","0.0","","0.0","","0.0","","34","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-21","2009","01","21","","-5.5","","-14.0","","-9.8","","27.8","","0.0","","0.0","","1.8","","1.2","","36","","24","E","32","E"
"-80.80","46.63","SUDBURY A","6068150","2009-01-22","2009","01","22","","-2.9","","-11.6","","-7.3","","25.3","","0.0","","0.0","","4.6","","3.4","","32","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-23","2009","01","23","","-8.8","","-24.1","","-16.5","","34.5","","0.0","","0.8","","7.0","","5.2","","32","","35","","37",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-24","2009","01","24","","-13.7","","-29.7","","-21.7","","39.7","","0.0","","0.0","","0.0","T","0.0","T","34","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-25","2009","01","25","","-18.5","","-25.1","","-21.8","","39.8","","0.0","","0.0","","0.0","T","0.0","T","35","","1","","33",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-26","2009","01","26","","-10.9","","-23.4","","-17.2","","35.2","","0.0","","0.0","","0.0","","0.0","","35","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-27","2009","01","27","","-8.4","","-16.8","","-12.6","","30.6","","0.0","","0.0","","0.4","","0.2","","35","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-28","2009","01","28","","-8.6","","-14.4","","-11.5","","29.5","","0.0","","0.0","","1.4","","0.8","","35","","","","<31",""
"-80.80","46.63","SUDBURY A","6068150","2009-01-29","2009","01","29","","-7.2","","-15.2","","-11.2","","29.2","","0.0","","0.0","","1.6","","1.2","","37","","","","<31",""
