city,enso_index,enso_group,metric,unit,n_group_winters,n_eligible,mean,median,std,min,max,eligible_years,city_name,region,latitude_approx,included_in_proposal,included_in_repo_study
london,RONI,El Nino,mean_temp,degrees C,16,15,-3.571218559,-3.77032967,1.941616584,-7.412222222,-0.1912087912,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019,2024",London,Southwest,43.03,False,False
london,RONI,El Nino,temp_anomaly,degrees C,16,15,0.5081603481,0.309049237,1.941616584,-3.332843315,3.888170116,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019,2024",London,Southwest,43.03,False,False
london,RONI,El Nino,snowfall_total_cm,cm,16,8,128.975,122.05,54.28587688,58.6,229.7,"1983,1987,1988,1991,1992,1995,1998,2003",London,Southwest,43.03,False,False
london,RONI,El Nino,snow_days,days,16,8,28.25,27.5,10.22252415,17,48,"1983,1987,1988,1991,1992,1995,1998,2003",London,Southwest,43.03,False,False
london,RONI,El Nino,days_below_m20,days,16,15,3.6,2,4.939635614,0,17,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019,2024",London,Southwest,43.03,False,False
london,RONI,Strong El Nino,mean_temp,degrees C,5,5,-2.386959707,-1.541111111,1.397887566,-4.05,-1.275555556,"1983,1987,1992,1998,2016",London,Southwest,43.03,False,False
london,RONI,Strong El Nino,temp_anomaly,degrees C,5,5,1.6924192,2.538267796,1.397887566,0.02937890729,2.803823352,"1983,1987,1992,1998,2016",London,Southwest,43.03,False,False
london,RONI,Strong El Nino,snowfall_total_cm,cm,5,4,102.2,94.2,47.92994888,58.6,161.8,"1983,1987,1992,1998",London,Southwest,43.03,False,False
london,RONI,Strong El Nino,snow_days,days,5,4,23.25,23,5.560275773,17,30,"1983,1987,1992,1998",London,Southwest,43.03,False,False
london,RONI,Strong El Nino,days_below_m20,days,5,5,1.6,2,1.673320053,0,4,"1983,1987,1992,1998,2016",London,Southwest,43.03,False,False
ottawa,RONI,La Nina,mean_temp,degrees C,20,20,-7.877517004,-8.175555556,1.453028224,-10.06923077,-5.459550562,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2021,2022,2023,2025,2026",Ottawa,East,45.32,True,True
ottawa,RONI,La Nina,temp_anomaly,degrees C,20,20,-0.05426416507,-0.3523027171,1.453028224,-2.245977931,2.363702277,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2021,2022,2023,2025,2026",Ottawa,East,45.32,True,True
ottawa,RONI,La Nina,snowfall_total_cm,cm,20,18,178.3222222,174.15,40.92700181,127.7,268.7,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2017,2018,2021,2022,2023,2025,2026",Ottawa,East,45.32,True,True
ottawa,RONI,La Nina,snow_days,days,20,18,32,32,4.850712501,23,42,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2017,2018,2021,2022,2023,2025,2026",Ottawa,East,45.32,True,True
ottawa,RONI,La Nina,days_below_m20,days,20,15,13.86666667,13,5.792441709,5,23,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2017,2018,2025",Ottawa,East,45.32,True,True
ottawa,RONI,Neutral,mean_temp,degrees C,9,8,-8.344685592,-9.470555556,2.269087443,-10.55222222,-4.004444444,"1982,1986,1990,1997,2002,2004,2014,2020",Ottawa,East,45.32,True,True
ottawa,RONI,Neutral,temp_anomaly,degrees C,9,8,-0.5214327538,-1.647302717,2.269087443,-2.728969384,3.818808394,"1982,1986,1990,1997,2002,2004,2014,2020",Ottawa,East,45.32,True,True
ottawa,RONI,Neutral,snowfall_total_cm,cm,9,7,145.9142857,134.7,30.60013227,113.8,197.4,"1982,1986,1990,1997,2002,2004,2020",Ottawa,East,45.32,True,True
ottawa,RONI,Neutral,snow_days,days,9,7,29.14285714,28,6.175990377,21,40,"1982,1986,1990,1997,2002,2004,2020",Ottawa,East,45.32,True,True
ottawa,RONI,Neutral,days_below_m20,days,9,8,16.875,19,8.131727984,1,27,"1982,1986,1990,1997,2002,2004,2014,2020",Ottawa,East,45.32,True,True
ottawa,RONI,El Nino,mean_temp,degrees C,16,15,-7.595903948,-7.415384615,1.997227786,-11.13777778,-4.065934066,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019,2024",Ottawa,East,45.32,True,True
ottawa,RONI,El Nino,temp_anomaly,degrees C,16,15,0.2273488905,0.407868223,1.997227786,-3.314524939,3.757318772,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019,2024",Ottawa,East,45.32,True,True
ottawa,RONI,El Nino,snowfall_total_cm,cm,16,15,135.7,130.2,33.90044247,85.2,197.6,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019,2024",Ottawa,East,45.32,True,True
ottawa,RONI,El Nino,snow_days,days,16,15,27,28,4.566962104,19,35,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019,2024",Ottawa,East,45.32,True,True
ottawa,RONI,El Nino,days_below_m20,days,16,15,14.46666667,14,8.634372065,0,36,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019,2024",Ottawa,East,45.32,True,True
ottawa,RONI,Strong El Nino,mean_temp,degrees C,5,5,-6.938114774,-6.262222222,1.85570788,-9.68021978,-4.868131868,"1983,1987,1992,1998,2016",Ottawa,East,45.32,True,True
ottawa,RONI,Strong El Nino,temp_anomaly,degrees C,5,5,0.8851380643,1.561030616,1.85570788,-1.856966942,2.95512097,"1983,1987,1992,1998,2016",Ottawa,East,45.32,True,True
ottawa,RONI,Strong El Nino,snowfall_total_cm,cm,5,5,135.22,122.2,41.7021822,85.2,191.8,"1983,1987,1992,1998,2016",Ottawa,East,45.32,True,True
ottawa,RONI,Strong El Nino,snow_days,days,5,5,25,24,4.472135955,20,31,"1983,1987,1992,1998,2016",Ottawa,East,45.32,True,True
ottawa,RONI,Strong El Nino,days_below_m20,days,5,5,12,14,5.522680509,5,19,"1983,1987,1992,1998,2016",Ottawa,East,45.32,True,True
sudbury,RONI,La Nina,mean_temp,degrees C,20,17,-10.70202646,-11.37111111,1.697222966,-13.10769231,-7.654945055,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2022,2026",Sudbury,Northeast,46.63,False,True
sudbury,RONI,La Nina,temp_anomaly,degrees C,20,17,-0.1642262236,-0.8333108738,1.697222966,-2.56989207,2.882855182,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2022,2026",Sudbury,Northeast,46.63,False,True
sudbury,RONI,La Nina,snowfall_total_cm,cm,20,15,197.7533333,196,34.68955929,158,277.8,"1984,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2022",Sudbury,Northeast,46.63,False,True
sudbury,RONI,La Nina,snow_days,days,20,15,36.66666667,37,5.652643714,27,49,"1984,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2022",Sudbury,Northeast,46.63,False,True
sudbury,RONI,La Nina,days_below_m20,days,20,13,24.92307692,22,10.11155724,11,43,"1984,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017",Sudbury,Northeast,46.63,False,True
sudbury,RONI,Neutral,mean_temp,degrees C,9,9,-11.8935617,-12.36111111,2.59972303,-15.45813953,-7.002222222,"1982,1986,1990,1994,1997,2002,2004,2014,2020",Sudbury,Northeast,46.63,False,True
sudbury,RONI,Neutral,temp_anomaly,degrees C,9,9,-1.355761459,-1.823310874,2.59972303,-4.920339298,3.535578015,"1982,1986,1990,1994,1997,2002,2004,2014,2020",Sudbury,Northeast,46.63,False,True
sudbury,RONI,Neutral,snowfall_total_cm,cm,9,7,194.0428571,181.3,38.35891279,163.1,273.9,"1982,1986,1990,1997,2002,2004,2014",Sudbury,Northeast,46.63,False,True
sudbury,RONI,Neutral,snow_days,days,9,7,35.42857143,34,5.682051943,29,45,"1982,1986,1990,1997,2002,2004,2014",Sudbury,Northeast,46.63,False,True
sudbury,RONI,Neutral,days_below_m20,days,9,7,31.28571429,37,12.57927244,5,40,"1982,1986,1990,1997,2002,2004,2014",Sudbury,Northeast,46.63,False,True
sudbury,RONI,El Nino,mean_temp,degrees C,16,14,-10.1459802,-9.731666667,1.806097098,-13.79111111,-7.720879121,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019",Sudbury,Northeast,46.63,False,True
sudbury,RONI,El Nino,temp_anomaly,degrees C,16,14,0.3918200407,0.8061335707,1.806097098,-3.253310874,2.816921116,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019",Sudbury,Northeast,46.63,False,True
sudbury,RONI,El Nino,snowfall_total_cm,cm,16,14,160.8071429,155.85,56.14088685,95,267.7,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019",Sudbury,Northeast,46.63,False,True
sudbury,RONI,El Nino,snow_days,days,16,14,33.57142857,33.5,6.18576885,23,47,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019",Sudbury,Northeast,46.63,False,True
sudbury,RONI,El Nino,days_below_m20,days,16,12,27.16666667,25.5,8.788766935,15,46,"1983,1987,1988,1991,1992,1995,2003,2005,2007,2010,2015,2016",Sudbury,Northeast,46.63,False,True
sudbury,RONI,Strong El Nino,mean_temp,degrees C,5,5,-8.824908754,-8.616666667,1.442746117,-11.27692308,-7.720879121,"1983,1987,1992,1998,2016",Sudbury,Northeast,46.63,False,True
sudbury,RONI,Strong El Nino,temp_anomaly,degrees C,5,5,1.712891483,1.921133571,1.442746117,-0.7391228396,2.816921116,"1983,1987,1992,1998,2016",Sudbury,Northeast,46.63,False,True
sudbury,RONI,Strong El Nino,snowfall_total_cm,cm,5,5,166.28,164.5,59.95237276,116.5,263.4,"1983,1987,1992,1998,2016",Sudbury,Northeast,46.63,False,True
sudbury,RONI,Strong El Nino,snow_days,days,5,5,33.2,34,4.324349662,28,39,"1983,1987,1992,1998,2016",Sudbury,Northeast,46.63,False,True
sudbury,RONI,Strong El Nino,days_below_m20,days,5,4,23,21.5,5.944184833,18,31,"1983,1987,1992,2016",Sudbury,Northeast,46.63,False,True
thunderbay,RONI,La Nina,mean_temp,degrees C,20,20,-11.94521417,-12.1452442,2.072824732,-15.23186813,-7.771428571,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2021,2022,2023,2025,2026",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,La Nina,temp_anomaly,degrees C,20,20,-0.4118438223,-0.6118738552,2.072824732,-3.698497787,3.761941774,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2021,2022,2023,2025,2026",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,La Nina,snowfall_total_cm,cm,20,3,110.9333333,101.2,30.20022075,86.8,144.8,"1984,1985,1989",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,La Nina,snow_days,days,20,3,21.33333333,20,5.131601439,17,27,"1984,1985,1989",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,La Nina,days_below_m20,days,20,19,37.84210526,39,12.36600698,20,57,"1984,1985,1989,1996,1999,2001,2006,2008,2009,2011,2012,2013,2017,2018,2021,2022,2023,2025,2026",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,Neutral,mean_temp,degrees C,9,8,-12.69085149,-12.99095785,3.021951752,-17.67666667,-7.814444444,"1982,1986,1990,1997,2002,2004,2014,2020",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,Neutral,temp_anomaly,degrees C,9,8,-1.157481145,-1.457587509,3.021951752,-6.143296322,3.718925901,"1982,1986,1990,1997,2002,2004,2014,2020",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,Neutral,snowfall_total_cm,cm,9,3,112.8,115.2,13.65906293,98.1,125.1,"1982,1986,1990",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,Neutral,snow_days,days,9,3,24,24,7,17,31,"1982,1986,1990",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,Neutral,days_below_m20,days,9,8,40.875,40.5,14.11622673,17,64,"1982,1986,1990,1997,2002,2004,2014,2020",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,El Nino,mean_temp,degrees C,16,14,-10.39221275,-10.45294261,2.455216735,-13.97045455,-5.771428571,"1983,1987,1988,1991,1992,1995,1998,2003,2007,2010,2015,2016,2019,2024",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,El Nino,temp_anomaly,degrees C,16,14,1.141157593,1.080427732,2.455216735,-2.4370842,5.761941774,"1983,1987,1988,1991,1992,1995,1998,2003,2007,2010,2015,2016,2019,2024",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,El Nino,snowfall_total_cm,cm,16,6,80.31666667,87.6,33.77978192,26.1,109,"1983,1987,1988,1991,1992,2003",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,El Nino,snow_days,days,16,6,18.5,21,6.833739825,6,24,"1983,1987,1988,1991,1992,2003",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,El Nino,days_below_m20,days,16,10,32.6,34,11.70185171,14,48,"1983,1987,1988,1991,1992,1995,2003,2007,2010,2024",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,Strong El Nino,mean_temp,degrees C,5,5,-8.612013646,-8.615294118,1.223338925,-10.37032967,-7.1,"1983,1987,1992,1998,2016",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,Strong El Nino,temp_anomaly,degrees C,5,5,2.921356699,2.918076227,1.223338925,1.163040675,4.433370345,"1983,1987,1992,1998,2016",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,Strong El Nino,snowfall_total_cm,cm,5,3,94.6,106.8,22.70770794,68.4,108.6,"1983,1987,1992",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,Strong El Nino,snow_days,days,5,3,21,23,4.358898944,16,24,"1983,1987,1992",Thunder Bay,Northwest,48.37,True,True
thunderbay,RONI,Strong El Nino,days_below_m20,days,5,3,24.66666667,24,8.020806277,17,33,"1983,1987,1992",Thunder Bay,Northwest,48.37,True,True
toronto,RONI,La Nina,mean_temp,degrees C,20,20,-3.517894936,-3.595487805,1.665862809,-5.958241758,-0.4263736264,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2021,2022,2023,2025,2026",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,La Nina,temp_anomaly,degrees C,20,20,0.07249661147,-0.005096257186,1.665862809,-2.367850211,3.164017921,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2021,2022,2023,2025,2026",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,La Nina,snowfall_total_cm,cm,20,16,91.1625,90.2,33.44164819,37,160.2,"1984,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2023,2026",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,La Nina,snow_days,days,20,16,19,19,3.932768321,12,26,"1984,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2023,2026",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,La Nina,days_below_m20,days,20,17,2.529411765,2,2.981560981,0,11,"1984,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2017,2018,2023,2025,2026",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,Neutral,mean_temp,degrees C,9,9,-4.590940969,-4.855555556,2.549137729,-7.675294118,0.02888888889,"1982,1986,1990,1994,1997,2002,2004,2014,2020",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,Neutral,temp_anomaly,degrees C,9,9,-1.000549421,-1.265164008,2.549137729,-4.08490257,3.619280437,"1982,1986,1990,1994,1997,2002,2004,2014,2020",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,Neutral,snowfall_total_cm,cm,9,8,84.85,92.7,22.53245279,46.2,113,"1982,1986,1990,1997,2002,2004,2014,2020",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,Neutral,snow_days,days,9,8,20.75,21,4.559135256,12,26,"1982,1986,1990,1997,2002,2004,2014,2020",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,Neutral,days_below_m20,days,9,8,5,4.5,4.276179871,0,13,"1982,1986,1990,1997,2002,2004,2014,2020",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,El Nino,mean_temp,degrees C,16,16,-3.300057574,-3.570671551,1.767829915,-6.516666667,0.2582417582,"1983,1987,1988,1991,1992,1993,1995,1998,2003,2005,2007,2010,2015,2016,2019,2024",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,El Nino,temp_anomaly,degrees C,16,16,0.2903339741,0.01971999702,1.767829915,-2.926275119,3.848633306,"1983,1987,1988,1991,1992,1993,1995,1998,2003,2005,2007,2010,2015,2016,2019,2024",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,El Nino,snowfall_total_cm,cm,16,13,67.87692308,69.4,24.27351622,31.6,111.9,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2016,2019",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,El Nino,snow_days,days,16,13,14.61538462,15,3.753630721,10,22,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2016,2019",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,El Nino,days_below_m20,days,16,15,2.666666667,2,2.968084199,0,10,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2015,2016,2019,2024",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,Strong El Nino,mean_temp,degrees C,5,5,-2.216590965,-2.11,1.413662125,-3.792222222,-0.5549450549,"1983,1987,1992,1998,2016",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,Strong El Nino,temp_anomaly,degrees C,5,5,1.373800583,1.480391548,1.413662125,-0.2018306745,3.035446493,"1983,1987,1992,1998,2016",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,Strong El Nino,snowfall_total_cm,cm,5,5,54.5,51.1,21.302582,31.6,81.6,"1983,1987,1992,1998,2016",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,Strong El Nino,snow_days,days,5,5,11.4,11,1.673320053,10,14,"1983,1987,1992,1998,2016",Toronto Pearson,South-central,43.68,True,True
toronto,RONI,Strong El Nino,days_below_m20,days,5,5,1.6,2,1.673320053,0,4,"1983,1987,1992,1998,2016",Toronto Pearson,South-central,43.68,True,True
windsor,RONI,La Nina,mean_temp,degrees C,20,18,-2.398651388,-2.401275946,1.589470018,-4.518681319,0.532967033,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2021,2022,2023,2025,2026",Windsor,Southwest,42.28,True,True
windsor,RONI,La Nina,temp_anomaly,degrees C,20,18,-0.190418521,-0.1930430791,1.589470018,-2.310448452,2.7411999,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2021,2022,2023,2025,2026",Windsor,Southwest,42.28,True,True
windsor,RONI,La Nina,snowfall_total_cm,cm,20,13,110.4230769,112.2,33.71152508,63.8,178,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013",Windsor,Southwest,42.28,True,True
windsor,RONI,La Nina,snow_days,days,20,13,21.69230769,20,3.966203377,16,28,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013",Windsor,Southwest,42.28,True,True
windsor,RONI,La Nina,days_below_m20,days,20,17,1.176470588,0,2.038237416,0,8,"1984,1985,1989,1996,1999,2000,2001,2006,2008,2009,2011,2012,2013,2021,2022,2025,2026",Windsor,Southwest,42.28,True,True
windsor,RONI,Neutral,mean_temp,degrees C,9,9,-3.162919272,-2.753333333,2.470021442,-5.895555556,0.9811111111,"1982,1986,1990,1994,1997,2002,2004,2014,2020",Windsor,Southwest,42.28,True,True
windsor,RONI,Neutral,temp_anomaly,degrees C,9,9,-0.954686405,-0.5451004662,2.470021442,-3.687322688,3.189343978,"1982,1986,1990,1994,1997,2002,2004,2014,2020",Windsor,Southwest,42.28,True,True
windsor,RONI,Neutral,snowfall_total_cm,cm,9,7,117.7857143,114.6,48.05841683,71.7,205.8,"1982,1986,1990,1997,2002,2004,2014",Windsor,Southwest,42.28,True,True
windsor,RONI,Neutral,snow_days,days,9,7,24.14285714,23,7.010196655,16,36,"1982,1986,1990,1997,2002,2004,2014",Windsor,Southwest,42.28,True,True
windsor,RONI,Neutral,days_below_m20,days,9,8,2.375,1,3.020761493,0,8,"1982,1986,1990,1997,2002,2004,2014,2020",Windsor,Southwest,42.28,True,True
windsor,RONI,El Nino,mean_temp,degrees C,16,12,-1.855289988,-1.771111111,1.352299001,-4.508888889,0.7677777778,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2019",Windsor,Southwest,42.28,True,True
windsor,RONI,El Nino,temp_anomaly,degrees C,16,12,0.3529428793,0.437121756,1.352299001,-2.300656022,2.976010645,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2019",Windsor,Southwest,42.28,True,True
windsor,RONI,El Nino,snowfall_total_cm,cm,16,11,86.49090909,81.6,38.05872974,17.4,157.2,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010",Windsor,Southwest,42.28,True,True
windsor,RONI,El Nino,snow_days,days,16,11,16.63636364,17,6.217277978,5,25,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010",Windsor,Southwest,42.28,True,True
windsor,RONI,El Nino,days_below_m20,days,16,12,0.3333333333,0,1.154700538,0,4,"1983,1987,1988,1991,1992,1995,1998,2003,2005,2007,2010,2019",Windsor,Southwest,42.28,True,True
windsor,RONI,Strong El Nino,mean_temp,degrees C,5,4,-0.5901923077,-0.6603846154,1.188175368,-1.807777778,0.7677777778,"1983,1987,1992,1998",Windsor,Southwest,42.28,True,True
windsor,RONI,Strong El Nino,temp_anomaly,degrees C,5,4,1.618040559,1.547848252,1.188175368,0.4004550894,2.976010645,"1983,1987,1992,1998",Windsor,Southwest,42.28,True,True
windsor,RONI,Strong El Nino,snowfall_total_cm,cm,5,4,57.15,63.5,30.97918656,17.4,84.2,"1983,1987,1992,1998",Windsor,Southwest,42.28,True,True
windsor,RONI,Strong El Nino,snow_days,days,5,4,11.75,12,5.852349955,5,18,"1983,1987,1992,1998",Windsor,Southwest,42.28,True,True
windsor,RONI,Strong El Nino,days_below_m20,days,5,4,0,0,0,0,0,"1983,1987,1992,1998",Windsor,Southwest,42.28,True,True
