"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1987-01-01","1987","01","01","","-2.3","","-5.6","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","14","","","","<31",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1987-01-02","1987","01","02","","-0.2","","-6.7","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","14","","35","","43",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1987-01-03","1987","01","03","","-4.2","","-10.2","","-7.2","","25.2","","0.0","","0.0","","0.0","T","0.0","T","14","","36","","35",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1987-01-04","1987","01","04","","-5.5","","-13.0","","-9.3","","27.3","","0.0","","0.0","","0.0","","0.0","","14","","","","<31",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1987-01-05","1987","01","05","","-1.4","","-7.6","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1987-01-06","1987","01","06","","0.0","","-3.4","","-1.7","","19.7","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1987-01-07","1987","01","07","","-0.2","","-8.3","","-4.3","","22.3","","0.0","","0.0","","3.6","","2.4","","17","","31","","54",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1987-01-08","1987","01","08","","-5.2","","-11.6","","-8.4","","26.4","","0.0","","0.0","","0.6","","0.6","","17","","31","","41",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1987-01-09","1987","01","09","","0.4","","-5.4","","-2.5","","20.5","","0.0","","0.0","","1.0","","0.6","","18","","","","<31",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1987-01-10","1987","01","10","","-2.0","","-4.8","","-3.4","","21.4","","0.0","","0.0","","6.8","","5.6","","18","","7","","37",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1987-01-11","1987","01","11","","-2.9","","-5.4","","-4.2","","22.2","","0.0","","0.0","","1.2","","0.8","","25","","28","","39",""
